Created_at,Text
Tue Dec 18 13:22:29 +0000 2018,"....WILL NEVER BE PROVEN AND ARE LIKELY FALSE.”  Thank you to Michael Isikoff, Yahoo, for honesty. What this means is that the FISA WARRANTS and the whole Russian Witch Hunt is a Fraud and a Hoax which should be ended immediately. Also, it was paid for by Crooked Hillary &amp; DNC!"
Tue Dec 18 13:14:40 +0000 2018,"Russia Dossier reporter now doubts dopey Christopher Steele’s claims! “When you get into the details of the Steele Dossier, the specific allegations, we have not seen the evidence to support them. There’s good grounds to think that some of the more sensational allegations....."
Tue Dec 18 12:55:48 +0000 2018,Illegal immigration costs the United States more than 200 Billion Dollars a year. How was this allowed to happen?
Tue Dec 18 12:26:18 +0000 2018,"Facebook, Twitter and Google are so biased toward the Dems it is ridiculous! Twitter, in fact, has made it much more difficult for people to join @realDonaldTrump. They have removed many names &amp; greatly slowed the level and speed of increase. They have acknowledged-done NOTHING!"
Tue Dec 18 12:13:24 +0000 2018,"I hope the people over at the Fed will read today’s Wall Street Journal Editorial before they make yet another mistake. Also, don’t let the market become any more illiquid than it already is. Stop with the 50 B’s. Feel the market, don’t just go by meaningless numbers. Good luck!"
Tue Dec 18 11:41:27 +0000 2018,"Good luck today in court to General Michael Flynn. Will be interesting to see what he has to say, despite tremendous pressure being put on him, about Russian Collusion in our great and, obviously, highly successful political campaign. There was no Collusion!"
Tue Dec 18 11:28:39 +0000 2018,"Biggest outrage yet in the long, winding and highly conflicted Mueller Witch Hunt is the fact that 19,000 demanded Text messages between Peter Strzok and his FBI lover, Lisa Page, were purposely &amp; illegally deleted. Would have explained whole Hoax, which is now under protest!"
Mon Dec 17 21:14:10 +0000 2018,Today I am making good on my promise to defend our Farmers &amp; Ranchers from unjustified trade retaliation by foreign nations. I have authorized Secretary Perdue to implement the 2nd round of Market Facilitation Payments. Our economy is stronger than ever–we stand with our Farmers!
Mon Dec 17 17:02:36 +0000 2018,"RT @WhiteHouse: On December 17, 1903, the first successful flight of Wilbur and Orville Wright's handcrafted biplane ushered in the age of…"
Mon Dec 17 16:05:30 +0000 2018,"Anytime you hear a Democrat saying that you can have good Border Security without a Wall, write them off as just another politician following the party line. Time for us to save billions of dollars a year and have, at the same time, far greater safety and control!"
Mon Dec 17 13:27:16 +0000 2018,"It is incredible that with a very strong dollar and virtually no inflation, the outside world blowing up around us, Paris is burning and China way down, the Fed is even considering yet another interest rate hike. Take the Victory!"
Mon Dec 17 13:08:38 +0000 2018,"Anytime you hear a Democrat saying that you can have good Boarder Security without a Wall, write them off as just another politician following the party line. Time for us to save billions of dollars a year and have, at the same time, far greater safety and control!"
Mon Dec 17 13:02:13 +0000 2018,"The DEDUCTIBLE which comes with ObamaCare is so high that it is practically not even useable! Hurts families badly. We have a chance, working with the Democrats, to deliver great HealthCare! A confirming Supreme Court Decision will lead to GREAT HealthCare results for Americans!"
Sun Dec 16 20:56:33 +0000 2018,"....The Russian Witch Hunt Hoax, started as the “insurance policy” long before I even got elected, is very bad for our Country. They are Entrapping people for misstatements, lies or unrelated things that took place many years ago. Nothing to do with Collusion. A Democrat Scam!"
Sun Dec 16 20:37:17 +0000 2018,"....a persecution of the President.”  Daniel Henninger, The Wall Street Journal. Thank you, people are starting to see and understand what this Witch Hunt is all about. Jeff Sessions should be ashamed of himself for allowing this total HOAX to get started in the first place!"
Sun Dec 16 20:29:52 +0000 2018,“It looks here as though General Flynn’s defenses are incidental to something larger which is for the prosecution to figure out if it can find a path to Donald Trump without quite knowing what that crime might be. It stops looking like prosecution and more looking like......
Sun Dec 16 20:29:48 +0000 2018,"Required television watching is last weeks @marthamaccallum interview with the wonderful wife of Rod Blagojevich and the @trish_regan interview with a Jerome Corsi. If that doesn’t tell you something about what has been going on in our Country, nothing will. Very sad!"
Sun Dec 16 20:21:05 +0000 2018,"Required television watching is last weeks @marthamaccallum interview with the wonderful wife of @RodBlagojevich and the @trishregan interview with a Jerome Corsi. If that doesn’t tell you something about what has been going on in our Country, nothing will. Very sad!"
Sun Dec 16 16:25:51 +0000 2018,"The Democrats policy of Child Seperation on the Border during the Obama Administration was far worse than the way we handle it now. Remember the 2014 picture of children in cages - the Obama years. However, if you don’t separate, FAR more people will come. Smugglers use the kids!"
Sun Dec 16 15:20:43 +0000 2018,"Judge Ken Starr, former Solicitor Generel &amp; Independent Counsel, just stated that, after two years, “there is no evidence or proof of collusion” &amp; further that “there is no evidence that there was a campaign financing violation involving the President.” Thank you Judge. @FoxNews"
Sun Dec 16 15:03:22 +0000 2018,"At the request of many, I will be reviewing the case of a “U.S. Military hero,” Major Matt Golsteyn, who is charged with murder. He could face the death penalty from our own government after he admitted to killing a Terrorist bomb maker while overseas. @PeteHegseth @FoxNews"
Sun Dec 16 14:39:50 +0000 2018,"Remember, Michael Cohen only became a “Rat” after the FBI did something which was absolutely unthinkable &amp; unheard of until the Witch Hunt was illegally started. They BROKE INTO AN ATTORNEY’S OFFICE! Why didn’t they break into the DNC to get the Server, or Crooked’s office?"
Sun Dec 16 14:11:52 +0000 2018,"So where are all the missing Text messages between fired FBI agents Peter S and the lovely Lisa Page, his lover. Just reported that they have been erased and wiped clean. What an outrage as the totally compromised and conflicted Witch Hunt moves ever so slowly forward. Want them!"
Sun Dec 16 13:58:54 +0000 2018,"A REAL scandal is the one sided coverage, hour by hour, of networks like NBC &amp; Democrat spin machines like Saturday Night Live. It is all nothing less than unfair news coverage and Dem commercials. Should be tested in courts, can’t be legal? Only defame &amp; belittle! Collusion?"
Sat Dec 15 16:45:12 +0000 2018,"Wow, 19,000 Texts between Lisa Page and her lover, Peter S of the FBI, in charge of the Russia Hoax, were just reported as being wiped clean and gone. Such a big story that will never be covered by the Fake News. Witch Hunt!"
Sat Dec 15 16:15:38 +0000 2018,"The pathetic and dishonest Weekly Standard, run by failed prognosticator Bill Kristol (who, like many others, never had a clue), is flat broke and out of business. Too bad. May it rest in peace!"
Sat Dec 15 15:37:40 +0000 2018,"Never in the history of our Country has the “press” been more dishonest than it is today. Stories that should be good, are bad. Stories that should be bad, are horrible. Many stories, like with the REAL story on Russia, Clinton &amp; the DNC, seldom get reported. Too bad!"
Sat Dec 15 14:18:29 +0000 2018,.......The Trump Administration will be announcing the new Secretary of the Interior next week.
Sat Dec 15 14:14:54 +0000 2018,Secretary of the Interior @RyanZinke will be leaving the Administration at the end of the year after having served for a period of almost two years. Ryan has accomplished much during his tenure and I want to thank him for his service to our Nation.......
Sat Dec 15 02:16:29 +0000 2018,"Wow, but not surprisingly, ObamaCare was just ruled UNCONSTITUTIONAL by a highly respected judge in Texas. Great news for America!"
Sat Dec 15 02:07:45 +0000 2018,"As I predicted all along, Obamacare has been struck down as an UNCONSTITUTIONAL disaster! Now Congress must pass a STRONG law that provides GREAT healthcare and protects pre-existing conditions. Mitch and Nancy, get it done!"
Sat Dec 15 00:31:44 +0000 2018,"For the record, there were MANY people who wanted to be the White House Chief of Staff. Mick M will do a GREAT job!"
Fri Dec 14 22:18:16 +0000 2018,....I look forward to working with him in this new capacity as we continue to MAKE AMERICA GREAT AGAIN! John will be staying until the end of the year. He is a GREAT PATRIOT and I want to personally thank him for his service!
Fri Dec 14 22:18:15 +0000 2018,"I am pleased to announce that Mick Mulvaney, Director of the Office of Management &amp; Budget, will be named Acting White House Chief of Staff, replacing General John Kelly, who has served our Country with distinction. Mick has done an outstanding job while in the Administration...."
Fri Dec 14 18:19:36 +0000 2018,Thank you to @tim_cook for agreeing to expand operations in the U.S. and thereby creating thousands of jobs! https://t.co/2zOVxp9nTF
